PassengerId,Survived,Pclass,Sex,Age,Ssibsp,Parch,Fare,Embarked,Class,Who,Adult_male,Deck,Embark_town,Alive,Alone
297,0,3,male,23.5,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
298,0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False
299,1,1,male,,0,0,30.5,S,First,man,True,C,Southampton,yes,True
300,1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False
301,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True
302,1,3,male,,2,0,23.25,Q,Third,man,True,,Queenstown,yes,False
303,0,3,male,19.0,0,0,0.0,S,Third,man,True,,Southampton,no,True
304,1,2,female,,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True
305,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True
306,1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False
307,1,1,female,,0,0,110.8833,C,First,woman,False,,Cherbourg,yes,True
308,1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False
309,0,2,male,30.0,1,0,24.0,C,Second,man,True,,Cherbourg,no,False
310,1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True
311,1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True
312,1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False
313,0,2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False
314,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
315,0,2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False
316,1,3,female,26.0,0,0,7.8542,S,Third,woman,False,,Southampton,yes,True
317,1,2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False
318,0,2,male,54.0,0,0,14.0,S,Second,man,True,,Southampton,no,True
319,1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False
320,1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False
321,0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True
322,0,3,male,27.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
323,1,2,female,30.0,0,0,12.35,Q,Second,woman,False,,Queenstown,yes,True
324,1,2,female,22.0,1,1,29.0,S,Second,woman,False,,Southampton,yes,False
325,0,3,male,,8,2,69.55,S,Third,man,True,,Southampton,no,False
326,1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True
327,0,3,male,61.0,0,0,6.2375,S,Third,man,True,,Southampton,no,True
328,1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True
329,1,3,female,31.0,1,1,20.525,S,Third,woman,False,,Southampton,yes,False
330,1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False
331,1,3,female,,2,0,23.25,Q,Third,woman,False,,Queenstown,yes,False
332,0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True
333,0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False
334,0,3,male,16.0,2,0,18.0,S,Third,man,True,,Southampton,no,False
335,1,1,female,,1,0,133.65,S,First,woman,False,,Southampton,yes,False
336,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
337,0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False
338,1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True
339,1,3,male,45.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True
340,0,1,male,45.0,0,0,35.5,S,First,man,True,,Southampton,no,True
341,1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False
342,1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False
343,0,2,male,28.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
344,0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
345,0,2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
346,1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True
347,1,2,female,40.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
348,1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False
349,1,3,male,3.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False
350,0,3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
351,0,3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True
352,0,1,male,,0,0,35.0,S,First,man,True,C,Southampton,no,True
353,0,3,male,15.0,1,1,7.2292,C,Third,child,False,,Cherbourg,no,False
354,0,3,male,25.0,1,0,17.8,S,Third,man,True,,Southampton,no,False
355,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
356,0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True
357,1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False
358,0,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True
359,1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True
360,1,3,female,,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True
361,0,3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False
362,0,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False
363,0,3,female,45.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False
364,0,3,male,35.0,0,0,7.05,S,Third,man,True,,Southampton,no,True
365,0,3,male,,1,0,15.5,Q,Third,man,True,,Queenstown,no,False
366,0,3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True
367,1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False
368,1,3,female,,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True
369,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True
370,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True
371,1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False
372,0,3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False
373,0,3,male,19.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
374,0,1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True
375,0,3,female,3.0,3,1,21.075,S,Third,child,False,,Southampton,no,False
376,1,1,female,,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False
377,1,3,female,22.0,0,0,7.25,S,Third,woman,False,,Southampton,yes,True
378,0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False
379,0,3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True
380,0,3,male,19.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
381,1,1,female,42.0,0,0,227.525,C,First,woman,False,,Cherbourg,yes,True
382,1,3,female,1.0,0,2,15.7417,C,Third,child,False,,Cherbourg,yes,False
383,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True
384,1,1,female,35.0,1,0,52.0,S,First,woman,False,,Southampton,yes,False
385,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
386,0,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True
387,0,3,male,1.0,5,2,46.9,S,Third,child,False,,Southampton,no,False
388,1,2,female,36.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
389,0,3,male,,0,0,7.7292,Q,Third,man,True,,Queenstown,no,True
390,1,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True
391,1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False
392,1,3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True
393,0,3,male,28.0,2,0,7.925,S,Third,man,True,,Southampton,no,False
394,1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False
395,1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False
396,0,3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True
397,0,3,female,31.0,0,0,7.8542,S,Third,woman,False,,Southampton,no,True
398,0,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
399,0,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
400,1,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True
401,1,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True
402,0,3,male,26.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
403,0,3,female,21.0,1,0,9.825,S,Third,woman,False,,Southampton,no,False
404,0,3,male,28.0,1,0,15.85,S,Third,man,True,,Southampton,no,False
405,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True
406,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False
407,0,3,male,51.0,0,0,7.75,S,Third,man,True,,Southampton,no,True
408,1,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False
409,0,3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True
410,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False
411,0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True
412,0,3,male,,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True
413,1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False
414,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
415,1,3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True
416,0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True
417,1,2,female,34.0,1,1,32.5,S,Second,woman,False,,Southampton,yes,False
418,1,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False
419,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
420,0,3,female,10.0,0,2,24.15,S,Third,child,False,,Southampton,no,False
421,0,3,male,,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True
422,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True
423,0,3,male,29.0,0,0,7.875,S,Third,man,True,,Southampton,no,True
424,0,3,female,28.0,1,1,14.4,S,Third,woman,False,,Southampton,no,False
425,0,3,male,18.0,1,1,20.2125,S,Third,man,True,,Southampton,no,False
426,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True
427,1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False
428,1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True
429,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
430,1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True
431,1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True
432,1,3,female,,1,0,16.1,S,Third,woman,False,,Southampton,yes,False
433,1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False
434,0,3,male,17.0,0,0,7.125,S,Third,man,True,,Southampton,no,True
435,0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False
436,1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False
437,0,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False
438,1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False
439,0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False
440,0,2,male,31.0,0,0,10.5,S,Second,man,True,,Southampton,no,True
441,1,2,female,45.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False
442,0,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True
443,0,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,no,False
444,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
445,1,3,male,,0,0,8.1125,S,Third,man,True,,Southampton,yes,True
446,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False
447,1,2,female,13.0,0,1,19.5,S,Second,child,False,,Southampton,yes,False
448,1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True
449,1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False
450,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True
451,0,2,male,36.0,1,2,27.75,S,Second,man,True,,Southampton,no,False
452,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False
453,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True
454,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False
455,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True
456,1,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True
457,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True
458,1,1,female,,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False
459,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True
460,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
461,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True
462,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
463,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True
464,0,2,male,48.0,0,0,13.0,S,Second,man,True,,Southampton,no,True
465,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True
466,0,3,male,38.0,0,0,7.05,S,Third,man,True,,Southampton,no,True
467,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
468,0,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True
469,0,3,male,,0,0,7.725,Q,Third,man,True,,Queenstown,no,True
470,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False
471,0,3,male,,0,0,7.25,S,Third,man,True,,Southampton,no,True
472,0,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
473,1,2,female,33.0,1,2,27.75,S,Second,woman,False,,Southampton,yes,False
474,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True
475,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True
476,0,1,male,,0,0,52.0,S,First,man,True,A,Southampton,no,True
477,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False
478,0,3,male,29.0,1,0,7.0458,S,Third,man,True,,Southampton,no,False
479,0,3,male,22.0,0,0,7.5208,S,Third,man,True,,Southampton,no,True
480,1,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False
481,0,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False
482,0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True
483,0,3,male,50.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
484,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True
485,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False
486,0,3,female,,3,1,25.4667,S,Third,woman,False,,Southampton,no,False
487,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False
488,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True
489,0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
490,1,3,male,9.0,1,1,15.9,S,Third,child,False,,Southampton,yes,False
491,0,3,male,,1,0,19.9667,S,Third,man,True,,Southampton,no,False
492,0,3,male,21.0,0,0,7.25,S,Third,man,True,,Southampton,no,True
493,0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True
494,0,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True
495,0,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
496,0,3,male,,0,0,14.4583,C,Third,man,True,,Cherbourg,no,True
497,1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False
498,0,3,male,,0,0,15.1,S,Third,man,True,,Southampton,no,True
499,0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False
500,0,3,male,24.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True
501,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True
502,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True
503,0,3,female,,0,0,7.6292,Q,Third,woman,False,,Queenstown,no,True
504,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True
505,1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True
506,0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False
507,1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False
508,1,1,male,,0,0,26.55,S,First,man,True,,Southampton,yes,True
509,0,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True
510,1,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True
511,1,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True
512,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True
513,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True
514,1,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False
515,0,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True
516,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True
517,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True
518,0,3,male,,0,0,24.15,Q,Third,man,True,,Queenstown,no,True
519,1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False
520,0,3,male,32.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
521,1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True
522,0,3,male,22.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
523,0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True
524,1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False
525,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
526,0,3,male,40.5,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
527,1,2,female,50.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True
528,0,1,male,,0,0,221.7792,S,First,man,True,C,Southampton,no,True
529,0,3,male,39.0,0,0,7.925,S,Third,man,True,,Southampton,no,True
530,0,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False
531,1,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False
532,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
533,0,3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False
534,1,3,female,,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False
535,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True
536,1,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False
537,0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True
538,1,1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True
539,0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True
540,1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False
541,1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False
542,0,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False
543,0,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False
544,1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False
545,0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False
546,0,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True
547,1,2,female,19.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False
548,1,2,male,,0,0,13.8625,C,Second,man,True,,Cherbourg,yes,True
549,0,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False
550,1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False
551,1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False
552,0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
553,0,3,male,,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True
554,1,3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True
555,1,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True
556,0,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True
557,1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False
558,0,1,male,,0,0,227.525,C,First,man,True,,Cherbourg,no,True
559,1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False
560,1,3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False
561,0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True
562,0,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
563,0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True
564,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True
565,0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True
566,0,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False
567,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True
568,0,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False
569,0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True
570,1,3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True
571,1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True
572,1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False
573,1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True
574,1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True
575,0,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
576,0,3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True
577,1,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True
578,1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False
579,0,3,female,,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False
580,1,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True
581,1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False
582,1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False
583,0,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True
584,0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True
585,0,3,male,,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True
586,1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False
587,0,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True
588,1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False
589,0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True
590,0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True
591,0,3,male,35.0,0,0,7.125,S,Third,man,True,,Southampton,no,True
592,1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False
